feature_type,regressor,train_size,trial,method,coverage,width
Univariate,Ridge,2433,0,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,0,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,1,Original_GitHub,0.9050102734313261,190.02454688274688
Univariate,Ridge,2433,1,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,1,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,2,Original_GitHub,0.905642484589853,191.64870739935714
Univariate,Ridge,2433,2,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,2,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,3,Original_GitHub,0.9054844318002213,192.01090163026205
Univariate,Ridge,2433,3,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,3,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,4,Original_GitHub,0.9054844318002213,191.70938415092607
Univariate,Ridge,2433,4,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,4,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,5,Original_GitHub,0.9061166429587483,192.17665082686378
Univariate,Ridge,2433,5,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,5,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,6,Original_GitHub,0.905642484589853,190.87582054986058
Univariate,Ridge,2433,6,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,6,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,7,Original_GitHub,0.9061166429587483,191.37525268253498
Univariate,Ridge,2433,7,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,7,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,8,Original_GitHub,0.9054844318002213,192.82235381832166
Univariate,Ridge,2433,8,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,8,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,Ridge,2433,9,Original_GitHub,0.9054844318002213,191.0818015625903
Univariate,Ridge,2433,9,MAPIE_Online,0.905642484589853,181.58318876127012
Univariate,Ridge,2433,9,MAPIE_Batch,0.859333017227754,126.7404648289023
Univariate,RF,876,0,Original_GitHub,0.895611364789447,259.4747138506488
Univariate,RF,876,0,Reimplementation,0.895611364789447,259.4747138506488
Univariate,RF,876,0,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,0,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,1,Original_GitHub,0.8945966514459666,258.49656670301727
Univariate,RF,876,1,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,1,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,2,Original_GitHub,0.8961187214611872,256.0375471080426
Univariate,RF,876,2,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,2,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,3,Original_GitHub,0.8962455606291223,258.3228036329788
Univariate,RF,876,3,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,3,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,4,Original_GitHub,0.8959918822932521,260.0215864041647
Univariate,RF,876,4,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,4,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,5,Original_GitHub,0.8948503297818367,255.0431264286176
Univariate,RF,876,5,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,5,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,6,Original_GitHub,0.8948503297818367,256.29796367522783
Univariate,RF,876,6,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,6,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,7,Original_GitHub,0.8962455606291223,258.2127854973112
Univariate,RF,876,7,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,7,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,8,Original_GitHub,0.8964992389649924,257.73638818951537
Univariate,RF,876,8,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,8,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,876,9,Original_GitHub,0.8954845256215119,258.06554082671494
Univariate,RF,876,9,MAPIE_Online,0.9039827498731609,245.99195016031274
Univariate,RF,876,9,MAPIE_Batch,0.7723236935565703,98.03306136605367
Univariate,RF,1654,0,Original_GitHub,0.9027582324795947,253.88932578020982
Univariate,RF,1654,0,Reimplementation,0.9027582324795947,253.88932578020982
Univariate,RF,1654,0,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,0,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,1,Original_GitHub,0.9028989586265128,250.90769346898196
Univariate,RF,1654,1,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,1,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,2,Original_GitHub,0.9023360540388404,252.92183457212
Univariate,RF,1654,2,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,2,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,3,Original_GitHub,0.9037433155080213,255.99149158540945
Univariate,RF,1654,3,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,3,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,4,Original_GitHub,0.903180410920349,258.68382377067553
Univariate,RF,1654,4,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,4,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,5,Original_GitHub,0.9024767801857585,249.42537999477724
Univariate,RF,1654,5,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,5,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,6,Original_GitHub,0.9040247678018576,254.3510764499245
Univariate,RF,1654,6,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,6,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,7,Original_GitHub,0.903180410920349,251.6698159172193
Univariate,RF,1654,7,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,7,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,8,Original_GitHub,0.9033211370672671,254.0275397745278
Univariate,RF,1654,8,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,8,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,1654,9,Original_GitHub,0.9020546017450042,255.34286891583506
Univariate,RF,1654,9,MAPIE_Online,0.9036025893611033,251.94947403696773
Univariate,RF,1654,9,MAPIE_Batch,0.8235294117647058,127.03809404007276
Univariate,RF,2433,0,Original_GitHub,0.9116484905958591,240.8103479132211
Univariate,RF,2433,0,Reimplementation,0.9116484905958591,240.8103479132211
Univariate,RF,2433,0,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,0,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,1,Original_GitHub,0.9129129129129129,238.34298060659503
Univariate,RF,2433,1,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,1,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,2,Original_GitHub,0.9124387545440177,241.64255831595383
Univariate,RF,2433,2,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,2,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,3,Original_GitHub,0.9125968073336495,238.94394276946292
Univariate,RF,2433,3,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,3,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,4,Original_GitHub,0.9121226489647543,243.46277273542785
Univariate,RF,2433,4,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,4,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,5,Original_GitHub,0.9105421210684369,239.6870593376519
Univariate,RF,2433,5,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,5,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,6,Original_GitHub,0.9122807017543859,238.87955662186963
Univariate,RF,2433,6,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,6,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,7,Original_GitHub,0.9105421210684369,240.42662642163086
Univariate,RF,2433,7,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,7,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,8,Original_GitHub,0.9111743322269638,238.99810118048322
Univariate,RF,2433,8,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,8,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,RF,2433,9,Original_GitHub,0.9121226489647543,239.5296613120721
Univariate,RF,2433,9,MAPIE_Online,0.9083293820135926,241.69176721816527
Univariate,RF,2433,9,MAPIE_Batch,0.8525367472735894,162.56610739576527
Univariate,MLP,876,0,Original_GitHub,0.8966260781329275,209.12644337695713
Univariate,MLP,876,0,Reimplementation,0.8966260781329275,209.12644337695713
Univariate,MLP,876,0,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,0,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,1,Original_GitHub,0.8959918822932521,209.73247561207737
Univariate,MLP,876,1,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,1,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,2,Original_GitHub,0.8968797564687976,208.126370327916
Univariate,MLP,876,2,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,2,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,3,Original_GitHub,0.8958650431253171,209.71934760366966
Univariate,MLP,876,3,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,3,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,4,Original_GitHub,0.8963723997970573,209.71872495128306
Univariate,MLP,876,4,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,4,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,5,Original_GitHub,0.8954845256215119,211.42701325659954
Univariate,MLP,876,5,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,5,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,6,Original_GitHub,0.8959918822932521,209.9041573788853
Univariate,MLP,876,6,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,6,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,7,Original_GitHub,0.8962455606291223,208.716704029708
Univariate,MLP,876,7,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,7,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,8,Original_GitHub,0.8967529173008625,209.21122459629143
Univariate,MLP,876,8,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,8,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,876,9,Original_GitHub,0.8961187214611872,210.333784523292
Univariate,MLP,876,9,MAPIE_Online,0.8996702181633689,214.4658882147062
Univariate,MLP,876,9,MAPIE_Batch,0.7269152714358194,101.55601616109378
Univariate,MLP,1654,0,Original_GitHub,0.9028989586265128,196.1157622115241
Univariate,MLP,1654,0,Reimplementation,0.9028989586265128,196.1157622115241
Univariate,MLP,1654,0,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,0,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,1,Original_GitHub,0.9028989586265128,196.72739919602384
Univariate,MLP,1654,1,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,1,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,2,Original_GitHub,0.9021953278919224,195.90885288506215
Univariate,MLP,1654,2,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,2,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,3,Original_GitHub,0.9023360540388404,196.67997293214333
Univariate,MLP,1654,3,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,3,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,4,Original_GitHub,0.9026175063326766,197.03328528301734
Univariate,MLP,1654,4,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,4,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,5,Original_GitHub,0.9023360540388404,195.50772282642544
Univariate,MLP,1654,5,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,5,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,6,Original_GitHub,0.9028989586265128,197.51373852255668
Univariate,MLP,1654,6,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,6,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,7,Original_GitHub,0.9034618632141852,195.8040061854735
Univariate,MLP,1654,7,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,7,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,8,Original_GitHub,0.9030396847734309,196.53460505822383
Univariate,MLP,1654,8,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,8,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,1654,9,Original_GitHub,0.9028989586265128,196.0298718549456
Univariate,MLP,1654,9,MAPIE_Online,0.9026175063326766,196.95075459676468
Univariate,MLP,1654,9,MAPIE_Batch,0.7780748663101604,110.20031158110532
Univariate,MLP,2433,0,Original_GitHub,0.9064327485380117,195.78996724490997
Univariate,MLP,2433,0,Reimplementation,0.9064327485380117,195.78996724490997
Univariate,MLP,2433,0,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,0,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,1,Original_GitHub,0.9067488541172751,196.02253390179692
Univariate,MLP,2433,1,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,1,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,2,Original_GitHub,0.9065908013276435,195.64396864507813
Univariate,MLP,2433,2,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,2,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,3,Original_GitHub,0.9061166429587483,195.85111687832233
Univariate,MLP,2433,3,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,3,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,4,Original_GitHub,0.9064327485380117,196.41376444511798
Univariate,MLP,2433,4,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,4,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,5,Original_GitHub,0.9067488541172751,196.22072775910533
Univariate,MLP,2433,5,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,5,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,6,Original_GitHub,0.9064327485380117,196.75430448088062
Univariate,MLP,2433,6,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,6,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,7,Original_GitHub,0.9062746957483799,195.45552656875344
Univariate,MLP,2433,7,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,7,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,8,Original_GitHub,0.905642484589853,195.5560132686082
Univariate,MLP,2433,8,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,8,MAPIE_Batch,0.8422633159475265,132.0486551449642
Univariate,MLP,2433,9,Original_GitHub,0.9069069069069069,195.97608384656698
Univariate,MLP,2433,9,MAPIE_Online,0.9073810652758021,197.38658726537105
Univariate,MLP,2433,9,MAPIE_Batch,0.8422633159475265,132.0486551449642
